codigo_interno,nombre_producto,precio_producto
282134,tostaditas de arroz dos hermanos dulce 120grs,"1.100,00"
315031,té taragüi boldo x20 saquitos 30grs,"1.856,00"
322470,café tostado molido caffettino blend colombia zaffiro 210grs,"19.890,00"
317193,cápsulas de capuccino nescafé dolce gusto 117grs,"15.530,00"
317835,cápsulas de café starbucks blonde espresso roast descafeinado 55grs,"16.560,00"
316262,fideos cooperativa ñoquis 500grs,"1.089,00"
186830,maíz la egipciana pisingallo 400grs,"1.299,00"
284833,dulce de leche primer precio clásico sin tacc 1000grs,"3.999,00"
180220,azúcar impalpable kokito 200grs,"1.290,00"
321325,fideos matarazzo proteína plus tirabuzón 400grs,"3.890,00"
316328,maní salado king con piel 350grs,"4.190,00"
309432,aceite de coco el cosaco neutro frasco 360grs,"7.229,00"
231882,fideos san agustín dedalitos 500grs,"899,00"
283200,avena primer precio instantánea 350grs,"1.590,00"
290446,maní tostado ecoop sin piel sin sodio agregado 400grs,"4.290,00"
313159,pasta de aceitunas verdes cristo de los cerros 200grs,"4.668,00"
224329,nuez moscada molida don ubaldo 10grs,"1.190,00"
313029,fideos laminados primer precio morrón cinta ancha 500grs,"1.990,00"
317994,mermelada orieta frutilla pote 420grs,"2.090,00"
311148,fideos rina matarazzo spaguetti con morrón 500grs,"3.150,00"
311230,galletitas dulces surtido diversión 400grs,"2.900,00"
298986,edulcorante líquido cañuelas con stevia 200cm3,"2.990,00"
280737,caldo en cubos safra carne 114grs,"1.890,00"
317050,papas fritas quento snacks asado criollo 82grs,"1.539,00"
278250,mermelada trini durazno con stevia frasco 410grs,"8.489,00"
285003,mini tostadas twistos jamón ibérico 155grs,"4.900,00"
290481,zanahoria deshidratada knorr  100grs,"3.190,00"
290535,nescafé dolca mixes latte doypack 125grs,"4.830,00"
277521,café instantáneo nescafe gold cap colombia 100grs,"24.900,00"
155693,caballa puglisi en aceite sin sal agregada 380grs,"5.389,00"
321980,batatas quento snacks crema de roquefort 70grs,"2.290,00"
317386,aceite de oliva natura andino botella  500ml,"17.290,00"
107557,comino don ubaldo 50grs,"1.890,00"
319336,tostadas dr schar torradas sin gluten 100grs,"5.620,00"
317579,cápsulas de café nescafe dolce gusto espresso intenso 80grs,"15.530,00"
289546,jardinera ecoop sin sal agregada 300grs,"1.229,00"
317356,obleas cooperativa sabor chocolate 100grs,"929,00"
317049,papas fritas quento snacks onduladas 92grs,"1.619,00"
189936,fideos bahía blanca laminados espinaca finos 500grs,"3.379,00"
312472,galletitas dulces rellenas cofler bon o bon 85grs,"1.350,00"
282343,provenzal deshidratado celusal  25grs,"1.167,20"
318438,mix parrilla alicante para preparar chimichurri ahumado 25grs,"1.938,00"
311228,galletitas dulces chocolinas original 100grs,"1.230,00"
317343,pasta de legumbres wakas alubia y quinoa sin gluten 300grs,"5.490,00"
293927,malvavisco gongys trenza sabor vainilla 28grs,"590,00"
123381,dulce de leche trini sin tacc 400grs,"8.570,00"
317794,gomitas mogul oso extreme 80grs,"1.899,00"
193917,café torrado molido bonafide sensaciones suave 250grs,"6.490,00"
317069,conos cooperativa queso 70grs,"2.100,00"
315247,avena con almendras y chips de chocolate menú box  64grs,"2.500,00"
322468,café tostado molido caffettino blend brasil amazonia 210grs,"19.890,00"
317354,obleas cooperativa sabor frutilla 100grs,"929,00"
696780,alcaparras cumaná 100grs,"3.990,00"
287918,cappuccino la virginia espuma de vainilla doypack 155grs,"6.357,00"
317376,café tostado instantáneo la virginia doypack 150grs,"10.939,00"
277232,té rojo hierbas del oasis orgánico x25 50grs,"3.650,00"
276363,harina de arroz dos hermanos sin tacc 500grs,"1.890,00"
105729,porotos cooperativa alubia 500grs,"3.119,00"
257433,obleas tym sabor vainilla 100grs,"749,00"
313192,premezcla maizena para tapas de alfajor sin tacc 400grs,"3.250,00"
217065,salsa de ají picante primer precio 285grs,"3.149,00"
321386,galletitas dulces íntegra maní y almendras 200grs,"3.600,00"
317316,papas fritas quento clásicas 92grs,"2.190,00"
283900,gomitas yummy animalitos 30grs,"790,00"
232463,chocolate shot con maní 35grs,"2.550,00"
288636,porotos primer precio negros en lata                                                      300grs,"1.270,00"
292999,cóctel de frutas abeto 4 frutas 820grs,"3.990,00"
278403,copos de maíz primer precio  150grs,"1.299,00"
294408,galletitas leiva sándwich sin sal agregada pack familiar x3 330grs,"2.190,00"
112602,mermelada orieta durazno selección frasco 400grs,"2.890,00"
317792,fideos wakas penne rigati kale sin gluten 300grs,"3.550,00"
277549,tostadas de arroz ecoop sin sal 150grs,"1.845,00"
282515,alfajor turimar glaseado triple 60grs,"840,00"
311214,cereales formis estrellas sabor frutal 145grs,"2.090,00"
317389,aceite de oliva natura suave virgen extra pet 500ml,"14.890,00"
278200,té rojo hierbas del oasis orgánico en hebras doypack 100grs,"7.190,00"
321270,suplemento dietario molé a base de magnesio+vitamina c sabor naranja 120grs,"12.739,00"
315033,té taragüi tilo x20 saquitos 20grs,"2.590,00"
311967,polenta primer precio instántanea 500grs,"740,00"
294224,vinagre de vino favinco 1000cm3,"2.749,00"
313972,mini tapitas fachitas xs 140grs,"1.579,00"
312731,aderezo hellmann´s picante doypack 250grs,"3.450,00"
323708,nescafé dolca mixes caramel latte doypack 125grs,"4.969,00"
287927,capuccino la virginia mousse sobres x10 150grs,"7.559,00"
231883,fideos san agustín municiones 500grs,"899,00"
316259,fideos cooperativa mostachol 500grs,"1.089,00"
321260,papas fritas pehuamar lisa 90grs,"2.749,00"
162717,pesto primer precio  25grs,"1.090,00"
313204,condimento alicante para carnes blancas 25grs,"1.479,00"
317581,cápsulas de capuccino nescafé dolce gusto dulce de leche 170grs,"15.530,00"
322365,café en cápsulas starbucks toffee nut late 127grs,"16.560,00"
311966,polenta primer precio tradicional 1kgs,"1.199,00"
227294,fideos san agustín rigatti 500grs,"899,00"
279600,fideos morixe spaghetti 500grs,"1.290,00"
288631,choclo blanco cremoso primer precio lata 300grs,"1.019,00"
312484,galletitas dulces rellenas mellizas pack familiar x3 330grs,"4.399,00"
316060,gelatina en polvo godet frambuesa 25grs,"1.190,00"
889563,bizcochos 9 de oro sconcitos 200grs,"1.189,00"
269361,champiñones laminados cooperativa 400grs,"3.190,00"
311225,galletitas dulces chocolinas original 170grs,"1.989,00"
319419,dulce de leche milkaut con crema 320grs,"3.899,00"
225267,aceite de canola y oliva ecoop 500cm3,"10.415,00"
315428,romero la parmesana 15grs,"1.399,00"
277233,té hierbas del oasis arándanos x20 40grs,"4.300,00"
227291,fideos san agustín codito 500grs,"899,00"
294864,harina integral de trigo chacabuco más semillas 750grs,"2.049,00"
309645,tostadas 7 semillas riera libres 200grs,"1.995,00"
310431,papas fritas krachitos corte americano 275grs,"4.859,00"
293928,malvavisco gongys sabor frutilla 28grs,"590,00"
323711,sopa crema maggi de choclo 79grs,"2.290,00"
317836,cápsulas de café starbucks smooth caramel 51grs,"16.560,00"
279601,fideos morixe tallarín 500grs,"1.290,00"
308276,premezcla pureza para pizza masa madre 550grs,"2.290,00"
309659,remolacha cooperativa en cubos 300grs,"1.349,00"
312520,galletitas dulces rellenas duquesa pack familiar x3 345grs,"4.159,00"
311224,galletitas dulces rellenas amor pack familiar x3 330grs,"4.399,00"
285260,salsa tau ranch 300grs,"4.490,00"
162719,cebolla deshidratada primer precio 25grs,"999,00"
287917,capuccino la virginia mousse de chocolate y avellanas doypack 155grs,"6.357,00"
957461,sal entrefina primer precio 0.5kgs,"1.149,00"
277670,duraznos abeto light en mitades 820grs,"3.629,00"
315546,yerba mate mateando con palo suave 500grs,"2.450,00"
284576,palmitos primer precio enteros al natural 270grs,"2.750,00"
163264,galletitas snacks rex original 125grs,"2.289,00"
235731,aceite de oliva cañuelas virgen extra suave 500cm3,"15.200,00"
290310,té negro virgin islands clásico en saquitos x50 50grs,"4.253,00"
322944,galletitas crackers dr schar sin gluten 210grs,"10.050,00"
317991,mermelada orieta damasco pote 420grs,"1.750,00"
265673,mermelada el chañar ciruelas frasco 450grs,"5.140,00"
162705,provenzal primer precio 25grs,"990,00"
286085,orégano alicante 25grs,"1.519,00"
279603,fideos morixe mostachol 500grs,"1.290,00"
868159,aceite de girasol lágrimas del sol 1500cm3,"5.490,00"
321399,galletitas dulces cooperativa vainilla con chips pack familiar x3 357grs,"2.990,00"
285886,premezcla delicel pizza sin tacc 500grs,"4.320,00"
709147,rebozador natural sur con semillas sin tacc 350grs,"3.120,00"
318002,aceitunas verdes morixe enteras doypack 100grs,"1.149,00"
277181,premezcla arcor para bizcochuelo sabor chocolate sin tacc 500grs,"5.765,00"
284266,atún marbella desmenuzado 170grs,"1.990,00"
264159,mermelada el chañar de arándanos frasco 450grs,"6.696,00"
199561,pepas de membrillo dimax sin gluten 200grs,"4.179,00"
321231,galletitas snacks club social original 141grs,"3.119,00"
289556,soja cooperativa seca remojada 300grs,"1.165,00"
281653,yerba mate pipore selección especial con palo 1000grs,"4.490,00"
253957,mini crackers paseo sin sal 300grs,"1.590,00"
317696,comino molido la parmesana 15grs,"740,00"
317698,condimento para curry la parmesana 15grs,"880,00"
277230,té verde hierbas del oasis orgánico x25 50grs,"3.670,00"
312643,té la virginia equilibrio inspirar 32grs,"2.352,00"
887315,pimienta blanca don ubaldo en granos 25grs,"1.990,00"
285491,yerba mate cbse saborizada hierbas del litoral 500grs,"2.450,00"
264162,mermelada el chañar frutos rojos frasco 450grs,"7.440,00"
177580,lomos de atún marbella en aceite y agua lata 170grs,"3.490,00"
316794,palitos quento clásicos 85grs,"1.951,00"
282347,adobo para pizza celusal 25grs,"1.048,00"
317697,jengibre molido la parmesana 15grs,"1.140,00"
317196,cápsulas de café nescafé dolce gusto cortado 63grs,"15.530,00"
312912,fideos terrabusi mostachol mix de vegetales 500grs,"1.350,00"
298053,bizcochitos azucarados primer precio 200grs,"890,00"
309959,arroz gallo sabores del mundo curry asiático 240grs,"3.690,00"
231881,fideos san agustin ave maría 500grs,"899,00"
101128,galletitas dulces primer precio mini frolas 300grs,"1.849,00"
291902,galletitas dulces maná sabor vainilla 136grs,"1.300,00"
112612,mermelada orieta ciruela light frasco 350grs,"3.390,00"
156140,caballa puglisi al natural 380grs,"5.389,00"
278247,copos de maiz azucarados primer precio 500grs,"3.190,00"
313845,premezcla para bizcochuelo mamá cocina sabor chocolate sin tacc 450grs,"4.845,00"
311212,cereales formis tortugas sabor chocolate 145grs,"2.090,00"
317016,galletitas dulces delicel coco sin gluten 200grs,"2.969,00"
323111,papas fritas lays sabor asado de tira 77grs,"3.519,00"
100329,maíz pisingallo olinto 400grs,"1.340,00"
313153,galletitas dulces terepín surtipepas 360grs,"1.990,00"
290385,obleas tym sabor dulce de leche 100grs,"749,00"
313169,kimchi alcaraz fermentos clásico 310grs,"8.390,00"
272344,rocío vegetal cañuelas oliva virgen extra 150grs,"5.550,00"
282345,ají molido celusal 25grs,"999,20"
282342,orégano celusal 25grs,"1.188,00"
274956,choclos al natural primer precio tetra amarillo cremoso 340grs,"899,00"
312080,tostadas primer precio dulces 180grs,"1.449,00"
321324,fideos matarazzo proteína plus mostachol 400grs,"3.890,00"
293929,malvavisco gongys nubecitas sabor caramelo 28grs,"590,00"
310435,papas fritas krachitos tradicionales 105grs,"2.239,00"
312184,chocman cubierto con baño de repostería semiamargo 35grs,"890,00"
315227,alfajor animal kind vegano sabor pistacho 42grs,"1.469,00"
317029,mix de sabores knorr carne 24grs,"1.729,00"
321398,galletitas dulces cooperativa vainilla con chips 119grs,"1.059,00"
277772,papas fritas primer precio corte tradicional 100grs,"2.179,00"
318266,pochoclo hanks sabor cheddar 44grs,"2.210,00"
318265,pochoclo hanks sabor cebolla y crema 44grs,"2.799,00"
130885,nuez moscada entera don ubaldo x2 1uni,"1.890,00"
282520,fideos laminados primer precio espinaca cinta ancha 500grs,"1.990,00"
103871,yerba mate amanda saborizada naranja 500grs,"2.590,00"
311781,galletitas dulces tostex chips sabor chocolate 120grs,"1.315,00"
282115,yerba mate hierbas silvestres orgánica 500grs,"8.600,00"
278104,aceitunas verdes nucete rellenas  500grs,"11.349,00"
128252,granas don ubaldo colores 25grs,"590,00"
282346,pimienta blanca molida celusal 25grs,"1.727,20"
317022,mix de sabores knorr verduras  24grs,"1.729,00"
290311,té negro virgin islands clásico en saquitos x100 100grs,"8.335,00"
322594,café en cápsulas bonafide clásico intenso 45grs,"9.190,00"
317191,cápsulas de café nescafé dolce gusto espresso 60grs,"15.530,00"
320835,copos de maíz lasfor azucarados 500grs,"3.790,00"
322945,fideos dr schar spaghetti sin gluten 250grs,"5.999,00"
321268,granola proteica molé con whey protein y sabor chocolate 400grs,"14.699,00"
318423,bocadito cofler cups relleno con crema maní 17grs,"990,00"
319339,galletitas dulces schar maría sin gluten 125grs,"8.169,00"
315035,té taragui ensueños x20 saquitos 20grs,"1.950,00"
294863,harina integral de trigo chacabuco más legumbres 750grs,"2.049,00"
451327,yerba mate pipore selección especial 500grs,"2.249,00"
320355,sémola bonalma de trigo duro 500grs,"3.229,00"
289600,edulcorante líquido tuy la virginia sweet 200cm3,"2.331,00"
294538,galletitas dulces cachafaz avena y pasas de uva 225grs,"3.415,00"
285259,salsa caesar tau más liviano 310grs,"4.750,00"
310430,papas fritas krachitos tradicionales 275grs,"6.050,00"
289610,edulcorante en polvo tuy la virginia sucra 40grs,"1.781,00"
286083,café torrado instantáneo la morenita intenso frasco 170grs,"8.410,00"
280586,aceite de oliva la toscana virgen extra con ajo 250cm3,"12.492,00"
321700,café instantáneo nescafé tradiciónal 170 g + taza  170grs,"24.240,00"
100528,arvejas la egipciana partidas 400grs,"1.590,00"
437711,yerba mate amanda despalada 500grs,"2.659,00"
147546,mate cocido cooperativa x50 150grs,"1.849,00"
323044,chizitos cheetos ondulados sabor ketchup 80grs,"2.501,85"
310438,papas fritas krachitos corte americano 50grs,"1.800,00"
146515,chupetín chupetoncito lheritier 35grs,"1.438,00"
310035,pasta box con salsa bolognesa 64grs,"2.950,00"
318472,papas fritas lays panceta 77grs,"3.859,00"
322332,premezcla para pancakes granger keto vainilla 200grs,"11.700,00"
318441,mix parrilla alicante carnes grilladas 25grs,"1.938,00"
293919,café molido cabrales brasil tostado 250grs,"21.940,00"
318440,mix parrilla alicante para vegetales ahumados 20grs,"1.938,00"
315879,mermelada piacere damasco frasco 454grs,"2.650,00"
313899,mermelada piacere durazno frasco 454grs,"2.950,00"
294541,galletitas dulces cachafaz harina integral y algarroba 225grs,"3.415,00"
181919,caramelos alka cherry x100 200grs,"3.350,00"
315932,papas fritas primer precio corte tradicional 475grs,"7.999,00"
278251,mermelada trini naranja con stevia frasco 410grs,"8.489,00"
313081,galletitas dulces mini toddy chips 50grs,"1.140,00"
299591,mermelada las brisas orgánica light de arándanos 240grs,"6.939,00"
282994,texturizado de soja mole en trozos 70grs,"2.039,00"
319338,obleas wafers schar alla vaniglia sin gluten 125grs,"6.390,00"
315034,té taragüi mezcla de hierbas x20 saquitos 30grs,"1.740,00"
315341,whey protein ena sabor chocolate 907grs,"59.000,00"
298989,edulcorante líquido cañuelas con sucralosa 500cm3,"4.550,00"
321318,galletitas crackers 9 de oro crujitas cebolla y crema 120grs,"1.690,00"
280738,caldo en cubos safra gallina 114grs,"1.890,00"
322281,papas fritas quento clásicas 160grs,"3.266,00"
290046,nachos ketsal receta original 90grs,"1.883,00"
317319,papas fritas quento sabor salame 82grs,"2.190,00"
310436,papas fritas krachitos corte americano 105grs,"2.829,00"
319275,bombones serenata de amor caja 140grs,"5.040,00"
318439,mix parrilla alicante para hamburguesas 25grs,"1.938,00"
171378,huevo kinder joy 20grs,"2.280,75"
282518,fideos laminados primer precio al huevo cinta ancha 500grs,"1.990,00"
282519,fideos laminados primer precio al huevo cinta fina 500grs,"1.990,00"
299825,maní king tostado con cáscara 400grs,"3.949,00"
453459,mate cocido amanda x25 75grs,"999,00"
317997,aceitunas verdes nucete descarozadas doypack 90grs,"1.900,00"
317702,orégano la parmesana 35grs,"1.190,00"
278516,filetes de anchoitas cooperativa 90grs,"6.290,00"
285685,polvo para preparar bizcochuelo godet vainilla 480grs,"3.479,00"
323131,galletitas crackers traviata porteñitas azucaradas 96grs,"899,00"
312471,galletitas dulces rellenas cofler chocolate con vainilla 85grs,"1.350,00"
150206,mate cocido rosamonte 75grs,"1.619,00"
318269,pochoclo hanks sabor coco 98grs,"2.210,00"
281944,masitas trini limón + stevia sin tacc 120grs,"3.439,00"
268331,budín con chips de chocolate dimax sin tacc 185grs,"5.449,00"
100417,orégano primer precio 25grs,"889,00"
321735,manteca ghee entrenuts clarificada  300grs,"15.750,00"
322363,café en cápsulas nescafé dolce gusto chococino 160grs,"15.530,00"
322595,café en cápsulas bonafide espresso intenso 60grs,"9.190,00"
